concepto,prefLabel,writtenRep
plats_a_la_carta_C2277,Plats a la carta. Entrants i amanides,"coca d'escalivada cruixent amb fetge d'ànec semicuit i amanida amb vinagreta de tòfona, knusprige Coca d'escalivada mit halb durchgebratener Entenleber und Salat mit Trüffelvinaigrette (Fladenbrot mit geröstetem Gemüse), crunchy coca d'escalivada with duck foie gras micuit and salad with truffle vinaigrette (roast vegetables pie), coca d'escalivada crujiente con foie gras de pato micuit y ensalada con vinagreta de trufa, coca d'escalivada croustillante au foie gras de canard micuit et à la salade à la vinaigrette de truffe (tourte de légumes rôtis), focaccia d'escalivada croccante con fegato d'anatra micuit e insalata con vinaigrette al tartufo (ortaggi arrostiti)"
plats_a_la_carta_C2278,"Plats a la carta. Verdures, hortalisses i llegums","coca d'espinacs, Teigfladen mit Spinat, spinach pie, coca de espinacas, tourte d'épinards, focaccia agli spinaci"
plats_a_la_carta_C2279,"Plats a la carta. Pa amb tomàquet, entrepans i sandvitxos","coca d'espinacs i panses amb formatge de cabra gratinat, Teigfladen mit Spinat und Rosinen mit Ziegenkäse gratiniert, spinach and raisin pie with goat cheese au gratin, coca de espinacas y pasas con queso de cabra gratinado, tourte aux épinards, aux raisins secs et au fromage de chèvre gratiné, focaccia di spinaci e uva passa con formaggio di capra gratinato"
plats_a_la_carta_C228,Plats a la carta. Entrants i amanides,"amanida de contrastos de temporada, Salat mit Kontrasten der Saison, contrasts salad in season, ensalada de contrastes de temporada, salade de contrastes de saison, insalata di contrasti di stagione"
plats_a_la_carta_C2280,Plats a la carta. Entrants i amanides,"coca d'oli amb verdures i tonyina marinada, Öl-Teigfladen mit Gemüse und mariniertem Thunfisch, oil bread with vegetables and marinated tuna, coca de aceite con verduras y atún marinado, tourte d'huile aux légumes et au thon mariné, focaccia all'olio con verdure e tonno marinato"
plats_a_la_carta_C2281,Plats a la carta. Entrants i amanides,"coca de bacó, formatge i dàtils, Teigfladen mit Speck, Käse und Datteln, flatbread with bacon, cheese and dates, coca de beicon, queso y dátiles, tourte au bacon, au fromage et aux dattes, focaccia di pancetta affumicata, formaggio e datteri"
plats_a_la_carta_C2282,"Plats a la carta. Verdures, hortalisses i llegums","coca de bolets i verdures, Teigfladen mit Pilzen und Gemüse, mushrooms and vegetables pie, torta de setas y verduras, torte aux champignons et aux légumes, focaccia di funghi e verdure"
plats_a_la_carta_C2283,Plats a la carta. Entrants i amanides,"coca de calçots amb romesco, Teigfladen mit Calçots und Romesco (gegrillte Frühlingszwiebeln und katalanische Sauce aus Nüssen, rottem Paprika, Tomaten und Knoblauch), calçots pie with romesco (grilled spring onions with Catalan nut, red pepper, tomato, and garlic sauce), coca de calçots con romesco (cebollas tiernas asadas con salsa catalana de frutos secos, pimiento rojo, tomate y ajo), tourte de calçots au romesco (oignons tendres grillés à la sauce catalane à base de fruits secs, poivron rouge, tomate et ail), focaccia di calçots con romesco (cipolle novelle con salsa catalana a base di frutta secca, peperoncino rosso, pomodoro e aglio)"
plats_a_la_carta_C2284,Plats a la carta. Entrants i amanides,"coca de ceba, Teigfladen mit Zwiebel, onion pie, coca de cebolla, tourte à l'oignon, focaccia di cipolle"
plats_a_la_carta_C2285,Plats a la carta. Entrants i amanides,"coca de ceba i formatge, Teigfladen mit Zwiebeln und Käse, onion and cheese pie, coca de cebolla y queso, tourte à l'oignon et au fromage, focaccia di cipolla e formaggio"
plats_a_la_carta_C2286,Plats a la carta. Entrants i amanides,"coca de ceba, carbassó i ceps, Teigfladen mit Zwiebel, Zucchini und Steinpilzen, onion, courgette and wild mushroom pie, coca de cebolla, calabacín y setas de Burdeos, tourte à l'oignon, à la courgette et aux cèpes, focaccia di cipolla, zucchina e fungui porcini"
plats_a_la_carta_C2287,"Plats a la carta. Verdures, hortalisses i llegums","coca de ceps amb foie-gras a la planxa i ceba confitada, Teigfladen mit Steinpilzen, Foie Gras vom Blech und eingelegten Zwiebeln, wild mushroom pie with grilled foie gras and confit onion, coca de setas de Burdeos con foie gras a la plancha y cebolla confitada, tourte de cèpes au foie gras grillé et à l'oignon confit, focaccia ai porcini con foie gras alla piastra e cipolla confit"
plats_a_la_carta_C2288,Plats a la carta. Entrants i amanides,"coca de ceps i ceba confitada amb encenalls de foie-gras, Teigfladen mit Steinpilzen und eingelegten Zwiebeln mit Foie-Gras-Streifen, wild mushroom pie and confit onion with foie gras shavings, coca de setas de Burdeos i cebolla confitada con virutas de foie gras, tourte de cèpes et d'oignon confit aux copeaux de foie gras, focaccia di funghi porcini e cipolla confit con scaglie di foie gras"
plats_a_la_carta_C2289,Plats a la carta. Entrants i amanides,"coca de croissant amb tomàquet, mozzarella i alfàbrega, Croissantfladen mit Tomaten, Mozzarella und Basilikum, croissant-crust pie with mozzarella, tomatoes and basil, coca de croissant con tomate, mozzarella y albahaca, tourte de pâte de croissant à la tomate, à la mozzarella et au basilic, torta salata di pasta di croissant con pomodoro, mozzarella e basilico"
plats_a_la_carta_C229,Plats a la carta. Entrants i amanides,"amanida de cors de palmera, Palmherzsalat, palm heart salad, ensalada de palmitos, coeurs de palmier en salade, insalata di cuori di palma"
plats_a_la_carta_C2290,Plats a la carta. Entrants i amanides,"coca de foie-gras amb reducció de vinagre de xerès, Teigfladen mit Foie Gras mit Sherryessigreduktion, foie gras pie with a sherry vinegar reduction, coca de foie gras con reducción de vinagre de jerez, tourte de foie gras à la réduction de vinaigre de xérès, focaccia di foie gras con riduzione di aceto di sherry"
plats_a_la_carta_C2291,"Plats a la carta. Pa amb tomàquet, entrepans i sandvitxos","coca de formatge de cabra, Teigfladen mit Ziegenkäse, goat cheese pie, coca de queso de cabra, tourte au fromage de chèvre, focaccia al formaggio di capra"
plats_a_la_carta_C2292,Plats a la carta. Postres,"coca de l'àvia, Kuchen nach Großmutters Rezept, grandma's cake, torta de la abuela, tourte de la grand-mère, torta della nonna"
plats_a_la_carta_C2293,Plats a la carta. Pastes,"coca de llardons, süßer Teigfladen mit Grieben, suet pastry, coca de chicharrones, tourte aux lardons, focaccia di ciccioli"
plats_a_la_carta_C2294,Plats a la carta. Postres,"coca de Llavaneres, Coca de Llavaneres (Teigfladen), coca from Llavaneres (pie), coca de Llavaneres, coca de Llavaneres (tourte), coca di Llavaneres (focaccia)"
plats_a_la_carta_C2295,Plats a la carta. Entrants i amanides,"coca de Llavaneres amb escalivada i anxoves, Llavaneres-Teigfladen mit Escalivada und Anchovis (geröstetes Gemüse), Llavaneres flatbread with escalivada and anchovies (roast vegetables), coca de Llavaneres con escalivada y anchoas, fougasse de Llavaneres garnie d'escalivada et d'anchois (légumes rôtis), focaccia di Llavaneres con escalivada e acciughe (ortaggi arrostiti)"
plats_a_la_carta_C2296,Plats a la carta. Entrants i amanides,"coca de llom, Teigfladen mit Schweinelende, loin of pork pie, coca de lomo de cerdo, tourte au filet de porc, focaccia di lombata di maiale"
plats_a_la_carta_C2297,Plats a la carta. Entrants i amanides,"coca de magret d'ànec i poma rostida, Teigfladen mit Entenmagret und Bratapfel, flatbread with magret of duck and roast apple, coca de magret de pato y manzana asada, tourte au magret de canard et à la pomme rôtie, focaccia di magret d'anatra e mele arrosto"
plats_a_la_carta_C2298,Plats a la carta. Entrants i amanides,"coca de pa amb pernil ibèric, Brotkuchen mit iberischem Rohschinken, bread pie with Iberian cured ham, coca de pan con jamón ibérico, tourte de pain au jambon ibérique, focaccia con prosciutto iberico"
plats_a_la_carta_C2299,Plats a la carta. Entrants i amanides,"coca de pasta de full amb caviar d'albergínia, gambes, mozzarella i oli d'alfàbrega fresca, Blätterteigfladen mit Auberginenkaviar, Garnelen, Mozzarella und frischem Basilikumöl, puff pastry pie with aubergine caviar, shrimps, mozzarella and fresh basil oil, coca de hojaldre con caviar de berenjena, gambas, mozzarella y aceite de albahaca fresca, tourte de feuilleté au caviar d'aubergine, aux crevettes roses, à la mozzarellla et à l'huile d'olive au basilic frais, torta salata di pasta sfoglia con caviale di melanzana, gamberi, mozzarella e olio al basilico fresco"
plats_a_la_carta_C23,"Plats a la carta. Verdures, hortalisses i llegums","albergínies farcides de carn gratinades amb beixamel, mit Bechamel gratinierte Auberginen mit Fleischfüllung, aubergines stuffed with meat and topped with bechamel au gratin, berenjenas rellenas de carne gratinadas con besamel, aubergines farcies à la viande et gratinées à la béchamel, melanzane farcite con carne e gratinate con béchamel"
plats_a_la_carta_C230,Plats a la carta. Entrants i amanides,"amanida de cors de palmera amb pernil dolç i fruita seca, Palmherzsalat mit Kochschinken, Trockenfrüchten und Nüssen, palm heart salad with cooked ham and dried fruits and nuts, ensalada de palmitos con jamón de York y frutos secos, salade de coeurs de palmier au jambon d'York et aux fruits secs, insalata di cuori di palma con prosciutto cotto e frutti secchi"
plats_a_la_carta_C2300,Plats a la carta. Entrants i amanides,"coca de pasta de full amb sardina fresca i crema de vinagre de Mòdena, Blätterteigfladen mit frischer Sardine und Balsamessig, puff pastry pie with fresh sardine and vinegar of Modena cream, coca de hojaldre con sardina fresca y crema de vinagre de Módena, tourte de feuilleté à la sardine fraîche et à la crème de vinaigre de Modena, torta salata di pasta sfoglia con sardina fresca e vellutata all'aceto di Modena"
plats_a_la_carta_C2301,"Plats a la carta. Verdures, hortalisses i llegums","coca de pebrots, Teigfladen mit Paprika, peppers pie, coca de pimientos, tourte aux poivrons, focaccia ai peperoni"
plats_a_la_carta_C2302,Plats a la carta. Postres,"coca de pinyons amb crema d'avellanes, Teigfladen mit Pinienkernen und Haselnusscreme, pine nuts pie with hazelnut cream, coca de piñones con crema de avellanas, tourte de pignons à la crème de noisettes, torta di pinoli e crema di nocciole"
plats_a_la_carta_C2303,Plats a la carta. Entrants i amanides,"coca de pollastre, Teigfladen mit Hühnerfleisch, chicken pie, coca de pollo, tourte au poulet, focaccia di pollo"
plats_a_la_carta_C2304,Plats a la carta. Entrants i amanides,"coca de recapte, Coca de recapte (Teigfladen mit gerösteten Zwiebeln, Tomaten und Paprika mit Sardinen, Speck oder Blutwurst), coca de recapte (pie with roast onion, tomato and pepper with salted sardine, bacon or blood sausage), coca de recapte (torta de cebolla, tomate y pimiento asados con sardina, butifarra o panceta), coca de recapte (tourte à l'oignon, à la tomate et au poivron rôtis et à la sardine salée, au lard ou au boudin noir), coca de recapte (focaccia di cipolla, pomodoro e peperone alla brace con acciughe, sanguinaccio o pancetta)"
plats_a_la_carta_C2305,Plats a la carta. Entrants i amanides,"coca de recapte amb anxoves de l'Escala, Coca de recapte mit Anchovis aus L'Escala (Teigfladen mit geröstetem Gemüse), coca de recapte with anchovies from L'Escala (roast vegetables pie), coca de recapte con anchoas de L'Escala (torta de verduras asadas), coca de recapte aux anchois de L'Escala (tourte de légumes rôtis), coca de recapte con acciughe di L'Escala (focaccia con verdure arrostite)"
plats_a_la_carta_C2306,Plats a la carta. Entrants i amanides,"coca de recapte amb foie-gras caramel·litzat, Coca de recapte mit karamellisiertem Foie Gras (Teigfladen mit geröstetem Gemüse), coca de recapte with caramelized foie gras (roast vegetables pie), coca de recapte con foie gras caramelizado (torta de verduras asadas), coca de recapte au foie gras caramélisé (tourte de légumes rôtis), coca de recapte con foie gras caramellato (focaccia con verdure arrostite)"
plats_a_la_carta_C2307,Plats a la carta. Entrants i amanides,"coca de recapte amb tonyina, Coca de recapte mit Thunfisch (Teigfladen mit geröstetem Gemüse), coca de recapte with tuna (roast vegetables pie), coca de recapte con atún (torta de verduras asadas), coca de recapte au thon (tourte de légumes<b> </b>rôtis), coca de recapte al tonno (focaccia con verdure arrostite)"
plats_a_la_carta_C2308,Plats a la carta. Entrants i amanides,"coca de sardines, Teigfladen mit Sardinen, sardines pie, coca de sardinas, tourte aux sardines, focaccia di sardine"
plats_a_la_carta_C2309,Plats a la carta. Entrants i amanides,"coca de seitons, Teigfladen mit Sardellen, european anchovies pie, coca de boquerones, tourte d'anchois frais, focaccia di alici"
plats_a_la_carta_C231,Plats a la carta. Entrants i amanides,"amanida de cors de palmera amb salsa rosa, Palmherzsalat mit rosa Sauce, palm heart salad with pink sauce, ensalada de palmitos con salsa rosa, coeurs de palmier en salade à la sauce rose, insalata di cuori di palma con salsa rosa"
plats_a_la_carta_C2310,"Plats a la carta. Verdures, hortalisses i llegums","coca de tomàquet, Teigfladen mit Tomaten, tomato pie, coca de tomate, tourte à la tomate, focaccia ai pomodori"
plats_a_la_carta_C2311,Plats a la carta. Entrants i amanides,"coca de tomàquet i formatge, Teigfladen mit Tomaten und Käse, tomato and cheese pie, coca de tomate y queso, tourte à la tomate et au fromage, focaccia di pomodoro e formaggio"
plats_a_la_carta_C2312,Plats a la carta. Entrants i amanides,"coca de tomàquet, olives i formatge de cabra, Teigfladen mit Tomaten, Oliven und Ziegenkäse, tomato, olives and goat cheese pie, coca de tomate, aceitunas y queso de cabra, tourte à la tomate, aux olives et au fromage de chèvre, focaccia con pomodori, olive e formaggio di capra"
plats_a_la_carta_C2313,Plats a la carta. Entrants i amanides,"coca de trempó, Coca de trempó (Teigfladen mit Tomate, grünen Paprikaschoten und Zwiebeln), coca de trempó (tomato, green pepper and onion pie), coca de trempó (torta de tomate, pimiento verde y cebolla), coca de trempó (tourte de tomate, de poivrons verts et d'oignons), coca de trempó (focaccia di pomodoro, peperoni verdi e cipolla)"
plats_a_la_carta_C2314,Plats a la carta. Entrants i amanides,"coca de ventresca de tonyina i formatge de cabra, Teigfladen mit Bauchfleisch vom Thunfisch und Ziegenkäse, tuna belly and goat cheese pie, coca de ventresca de atún y queso de cabra, tourte de ventrèche de thon et de fromage de chèvre, focaccia di ventresca di tonno e formaggio di capra"
plats_a_la_carta_C2315,Plats a la carta. Entrants i amanides,"coca de verat a la brasa amb escalivada i iogurt, Teigfladen mit Makrele vom Rost, Escalivada und Joghurt (gegrilltes Gemüse), pie of charcoal-grilled mackerel, escalivada and yogurt (roast vegetables), torta de caballa a la brasa con escalivada y yogur, torte au maquereau grillé sur la braise, à l'escalivada et au yaourt (légumes rôtis), focaccia di sgombro alla brace con escalivada e yogurt (ortaggi arrostiti)"
